English,French,German,Spanish,Italian,Danish,Greek,Portuguese,Norwegian,Swedish,Polish,Romanian,Finnish,Dutch,Latvian,,,,,,,,,,,,,,
A. baumannii and Klebsiella sp. major error limitation with piperacillin/tazobactam,Limitation signalant une erreur majeure portant sur A. baumannii et Klebsiella sp. avec l'association pipéracilline-tazobactam,A. baumannii und Klebsiella sp. Beschränkung schwerwiegender Fehler mit Piperacillin/Tazobactam,Limitación de error importante de A. baumannii y Klebsiella spp. con piperacilina/tazobactam,Limitazione errore grave Acinetobacter baumannii e Klebsiella sp. con piperacillina/tazobactam,A. baumannii og Klebsiella spp. – begrænsning i form af stor fejl med piperacillin/tazobactam,??????????? ?????????? ????????? A. baumannii ??? Klebsiella sp. ?? ?????????????/????????????,Limitação de erro considerável das espécies A. baumannii e Klebsiella com piperacilina/tazobactam,A. baumannii and Klebsiella sp. større feilbegrensing med piperacillin/tazobaktam,A. baumannii och Klebsiella sp. större felbegränsning med piperacillin/tazobaktam,Du?e ograniczenie b??dów z piperacylin?/tazobaktamem dla bakterii A. baumannii and Klebsiella sp.,Limitarea erorilor majore ale A. baumannii ?i Klebsiella sp. cu piperacilin?/tazobactam?,"A. baumannii ja Klebsiella-laji, suuri virhe, rajoitus, piperasilliini-tatsobaktaamin kanssa",A. baumannii en Klebsiella sp. grote foutlimiet met piperacilline/tazobactam,"A. baumannii un Klebsiella sp. – b?tisks k??du ierobežojums, lietojot piperacil?nu/tazobakt?mu",,,,,,,,,,,,,,
"The ACCELERATE PHENOTEST BC kit can produce a resistant result for A. baumannii and Klebsiella sp. that are found susceptible to piperacillin/tazobactam by the reference method. If critical to patient care, confirm results for A. baumannii and Klebsiella sp. with an alternate method.","La trousse pour hémocultures ACCELERATE PHENOTEST peut produire un résultat résistant pour les A. baumannii et Klebsiella sp. qui sont catégorisés sensibles à l'association pipéracilline-tazobactam par la méthode de référence. Si cela est essentiel pour la prise en charge du patient, confirmer les résultats pour A. baumannii et Klebsiella sp. par une autre méthode.","Das ACCELERATE PHENOTEST BC Kit kann ein resistentes Ergebnis für A. baumannii und Klebsiella sp. erzeugen, die durch die Referenzmethode für Piperacillin/Tazobactam-empfindlich befunden wurden. Falls für die Patientenversorgung entscheidend, Ergebnisse für A. baumannii und Klebsiella sp. durch eine alternative Methode bestätigen.","El kit de hemocultivo ACCELERATE PHENOTEST puede producir un resultado resistente para A. baumannii y Klebsiella spp. que se hayan mostrado sensibles a piperacilina/tazobactam con el método de referencia. Si es crucial para la atención al paciente, confirme los resultados para A. baumannii y Klebsiella spp. con un método alternativo.","Il kit BC ACCELERATE PHENOTEST può produrre un risultato resistente per Acinetobacter baumannii e Klebsiella sp. valutate come suscettibili a piperacillina/tazobactam con il metodo di riferimento. Se critico per la cura del paziente, confermare i risultati relativi ad Acinetobacter baumannii e Klebsiella sp. con metodo alternativo.","ACCELERATE PHENOTEST BC-kittet kan give et resistent resultat for A. baumannii og Klebsiella sp., som findes at være følsomme over for piperacillin/tazobactam af referencemetoden. Hvis det er kritisk for patientens behandling, skal resultaterne for A. baumannii og Klebsiella sp. bekræftes med en alternativ metode.","?? ??? ACCELERATE PHENOTEST BC ?????? ?? ??????? ?????????? ??????? ??? A. baumannii ??? Klebsiella sp. ??? ???????????? ?? ????????? ???? ?????????????/???????????? ?? ?? ?????? ????????. ??? ????? ???????? ???????? ??? ??? ????????? ??? ????????, ???????????? ?? ???????????? ??? A. baumannii ??? Klebsiella sp. ?? ??????????? ??????.","O kit ACCELERATE PHENOTEST BC pode produzir um resultado resistente para espécies A. baumannii e Klebsiella que sejam consideradas sensíveis a piperacilina/tazobactam através de um método de referência. Se for fundamental para os cuidados a prestar ao doente, confirmar resultados para as espécies A. baumannii e Klebsiella com um método alternativo.","Et ACCELERATE PHENOTEST BC-kit kan produsere et resistent resultat for A. baumannii og Klebsiella sp. som finnes mottakelig for piperacillin/tazobaktam med referansemetoden. Hvis det er kritisk for pasientpleien, skal man kontrollere resultater for A. baumannii and Klebsiella sp. med en alternativ metode.",ACCELERATE PHENOTEST BC-satsen kan ge ett resistent resultat för A. baumannii och Klebsiella sp. som är mottagliga för piperacillin/tazobaktam med referensmetoden. Om det är kritiskt för patientvården ska resultaten för A. baumannii och Klebsiella sp. bekräftas med en alternativ metod.,"Zestaw ACCELERATE PHENOTEST BC mo?e generowa? wynik oporno?ci dla bakterii A. baumannii and Klebsiella sp., dla których stwierdzono wra?liwo?? na piperacylin?/tazobaktam za pomoc? metody odniesienia. Je?eli ma to kluczowe znaczenie dla opieki nad pacjentem, potwierd? wyniki dla bakterii A. baumannii and Klebsiella sp. za pomoc? alternatywnej metody.","Kitul ACCELERATE PHENOTEST BC poate produce un rezultat de rezisten?? pentru A. baumannii ?i Klebsiella sp. care sunt considerate sensibile la piperacilin?/tazobactam prin metoda de referin??. Dac? este esen?ial pentru îngrijirea pacientului, confirma?i rezultatele pentru A. baumannii ?i Klebsiella sp. cu o metod? alternativ?.","ACCELERATE PHENOTEST BC -sarja voi tuottaa resistentin tuloksen A. baumanniille ja Klebsiella-lajille, joiden on vertailumenetelmällä todettu olevan herkkiä piperasilliini-tatsobaktaamille. Jos se on tärkeää potilaan hoidon kannalta, varmista tulokset A. baumanniin ja Klebsiella-lajin osalta toisella menetelmällä.",De ACCELERATE PHENOTEST BC-kit kan een gevoelig resultaat opleveren voor A. baumannii en Klebsiella sp. die volgens de referentiemethode gevoelig is bevonden voor piperacilline/tazobactam. Bevestig resultaten voor A. baumannii and Klebsiella sp. met een alternatieve methode als dit cruciaal is voor de patiëntenzorg.,"Komplekts ACCELERATE PHENOTEST BC var rad?t rezistentu rezult?tu attiec?b? pret A. baumannii un Klebsiella sp., kas, izmantojot standartmetodi, ir atz?tas par jut?g?m pret piperacil?nu/tazobakt?mu. Ja tas ir b?tiski pacienta apr?pei, apstipriniet A. baumannii un Klebsiella sp. ar alternat?vu metodi.",,,,,,,,,,,,,,
VRSA should be sent to reference laboratory for reference method testing,Le SARV doit être envoyé à un laboratoire de référence pour la réalisation de tests à l'aide d'une méthode de référence.,VRSA ist zum Test mit Referenzmethode an ein Referenzlabor zu schicken,Se debe enviar VRSA al laboratorio de referencia para realizar pruebas mediante los métodos de referencia.,Inviare VRSA al laboratorio di riferimento per l'analisi con metodo di riferimento,VRSA bør sendes til referencelaboratoriet til test med en referencemetode,?? VRSA ?????? ?? ??????? ?? ?????????? ???????? ??? ??????? ?? ?? ?????? ????????,SARV deve ser enviado para um laboratório de referência para ser submetido a testes com método de referência,VRSA skal sendes til referanselaboratorium for testing med referansemetoden.,VRSA bör skickas till ett referenslaboratorium för referensmetodprovning,VRSA nale?y przes?a? do laboratorium referencyjnego w celu zbadania metod? odniesienia.,VRSA trebuie trimis la un laborator de referin?? pentru testarea metodei de referin??.,VRSA tulee toimittaa vertailulaboratorioon vertailumenetelmällä testausta varten,VRSA dient naar een referentielab te worden verzonden voor een referentiemethode-test,VRSA j?nos?ta uz references laboratoriju test?šanai ar standartmetodi,,,,,,,,,,,,,,
Any S. aureus isolate for which the vancomycin MIC is ?8 µg/mL should be sent to a reference laboratory for reference method testing.,Tout isolat de S. aureus pour lequel la CMI de la vancomycine est ?8 µg/mL doit être envoyé à un laboratoire de référence pour la réalisation de tests à l'aide d'une méthode de référence.,"Jedes S. aureus-Isolat, für das die Vancomycin-MHK ? 8 µg/ml ist, ist zum Referenzmethodentest an ein Referenzlabor zu schicken.",Cualquier aislado de S. aureus para los que la CMI de vancomicina sea ?8 µg/ml se debe enviar a un laboratorio de referencia para realizar pruebas con métodos de referencia.,Tutti gli isolati di Staphylococcus aureus per i quali la MIC di vancomicina sia ?8 µg/ml dovranno essere inviati a un laboratorio di riferimento per l'analisi con il metodo di riferimento.,"Alle S. aureus-isolater, for hvilke vancomycin MIC er ?8 µg/ml, bør sendes til et referencelaboratorium til test med en referencemetode.",??????????? ?????????? ???????? S. aureus ??? ?? ????? ? ???? MIC ???????????? ????? ?8 µg/mL ?????? ?? ??????? ?? ??? ?????????? ???????? ??? ??????? ?? ?? ?????? ????????.,Qualquer isolado de S. aureus para o qual os resultados de CIM de vancomicina forem ?8 µg/ml deve ser enviado para um laboratório de referência para ser submetido a testes de método de referência.,Ethvert S. aureus-isolat med vancomycin MIC ?8 µg/ml skal sendes til et referanselaboratorium for testing med referansemetode.,S. aureusisolat för vilket vankomycin MIC är ?8 µg/mL bör skickas till ett referenslaboratorium för referensmetodprovning.,"Ka?dy izolat bakterii S. aureus, którego MIC dla wankomycyny jest ? 8 µg/ml, nale?y przes?a? do laboratorium referencyjnego w celu zbadania metod? odniesienia.",Orice izolat de S. aureus pentru care CMI de vancomicin? este ?8 µg/ml trebuie trimis la un laborator de referin?? pentru testarea metodei de referin??.,"Kaikki S. aureus -isolaatit, joilla vankomysiinin MIC-arvo on ? 8 µg/ml, tulee toimittaa vertailulaboratorioon vertailumenetelmällä testausta varten.","Elk S. aureus-isolaat waarvan de vancomycine-MIC ?8 µg/ml is, dient naar een referentielab te worden verzonden voor een referentiemethode-test.","Jebkurš S. aureus izol?ts, kuram vankomic?na MIC ir ?8 µg/ml, j?nos?ta uz references laboratoriju test?šanai ar standartmetodi.",,,,,,,,,,,,,,
VRS should be sent to reference laboratory for reference method testing,Le SRV doit être envoyé à un laboratoire de référence pour la réalisation de tests à l'aide d'une méthode de référence.,VRS ist zum Test mit Referenzmethode an ein Referenzlabor zu schicken,Se debe enviar VRS al laboratorio de referencia para pruebas de método de referencia.,Inviare VRS al laboratorio di riferimento per l'analisi con metodo di riferimento,VRS bør sendes til referencelaboratoriet til test med en referencemetode,?? VRS ?????? ?? ??????? ?? ?????????? ???????? ??? ??????? ?? ?? ?????? ????????,ARV deve ser enviado para um laboratório de referência para ser submetido a testes com método de referência,VRS skal sendes til referanselaboratorium for testing med referansemetoden.,VRS bör skickas till ett referenslaboratorium för referensmetodprovning,VRS nale?y przes?a? do laboratorium referencyjnego w celu zbadania metod? odniesienia.,VRS trebuie trimis la un laborator de referin?? pentru testarea metodei de referin??.,VRS tulee toimittaa vertailulaboratorioon vertailumenetelmällä testausta varten,VRS dient naar het referentielab te worden verzonden voor een referentiemethode-test,VRS j?nos?ta uz references laboratoriju test?šanai ar standartmetodi.,,,,,,,,,,,,,,
Any coagulase-negative Staphylococcus isolate for which the vancomycin MIC is ?32 µg/mL should be sent to a reference laboratory for reference method testing.,Tout isolat de staphylocoque à coagulase négative pour lequel la CMI de la vancomycine est ?32 µg/mL doit être envoyé à un laboratoire de référence pour la réalisation de tests à l'aide d'une méthode de référence.,"Jedes Koagulase-negative Staphylococcus-Isolat, für das die Vancomycin-MHK ? 32 µg/ml ist, ist zum Referenzmethodentest an ein Referenzlabor zu schicken.",Cualquier aislado de Staphylococcus coagulasa negativo para el que la CMI de vancomicina sea ?32 µg/ml se debe enviar a un laboratorio de referencia para realizar pruebas con métodos de referencia.,Tutti gli isolati di Staphylococcus coagulasi-negativo per i quali la MIC di vancomicina sia ?32 µg/ml dovranno essere inviati a un laboratorio di riferimento per l'analisi con il metodo di riferimento.,"Alle koagulase-negative Staphylococcus-isolater, for hvilke vancomycin MIC er ?32 µg/ml, bør sendes til et referencelaboratorium til test med en referencemetode.",??????????? ???????? ???? ??????? ?????????? ???????? ????????????? ??? ?? ????? ? ???? MIC ???????????? ????? ?32 µg/mL ?????? ?? ??????? ?? ??? ?????????? ???????? ??? ??????? ?? ?? ?????? ????????.,Qualquer isolado de estafilococos coagulase-negativos para o qual os resultados de CIM de vancomicina forem ?32 µg/ml deve ser enviado para um laboratório de referência para ser submetido a testes de método de referência.,Ethvert coagulase-negativt Staphylococcus-isolat med vancomycin MIC ?32 µg/ml skal sendes til et referanselaboratorium for testing med referansemetode.,Koagulasnegativt stafylokockisolat för vilket vankomycin MIC är ?32 µg/mL bör skickas till ett referenslaboratorium för referensmetodprovning.,"Ka?dy izolat gronkowców koagulazoujemnych, którego MIC dla wankomycyny jest ? 32 µg/ml, nale?y przes?a? do laboratorium referencyjnego w celu zbadania metod? odniesienia.",Orice izolat de Staphylococcus coagulazo-negativ pentru care CMI de vancomicin? este ?32 µg/ml trebuie trimis la un laborator de referin?? pentru testarea metodei de referin??.,"Kaikki koagulaasinegatiivisten stafylokokkien isolaatit, joilla vankomysiinin MIC-arvo on ? 32 µg/ml, tulee toimittaa vertailulaboratorioon vertailumenetelmällä testausta varten.","Elk coagulase-negatieve Staphylococcus-isolaat waarvan de vancomycine-MIC 32 µg/ml is, dient naar een referentielab te worden verzonden voor een referentiemethode-test.","Jebkurš koagul?zes negat?vs Staphylococcus izol?ts, kuram vankomic?na MIC ir ?32 µg/ml, j?nos?ta uz references laboratoriju test?šanai ar standartmetodi.",,,,,,,,,,,,,,
"If critical to patient care, additional subculture is required for the identification of S. pneumoniae in cases of a positive Streptococcus spp. call.","Si cela est essentiel pour la prise en charge du patient, un repiquage supplémentaire est nécessaire pour l'identification de S. pneumoniae dans le cadre d'une demande d'identification positive d'un Streptococcus spp.","Falls für die Patientenversorgung entscheidend, ist eine zusätzliche Subkultur für die Identifizierung von S. pneumoniae in Fällen eines positiven Signals für Streptococcus spp. erforderlich.","Si es crucial para la atención al paciente, es necesario un subcultivo adicional para la identificación de S. pneumoniae en casos de una identificación positiva de Streptococcus spp.","Se critico per la cura del paziente, è necessaria una sottocoltura aggiuntiva per l'identificazione di Streptococcus pneumoniae nei casi di chiamata positiva a Streptococcus spp.","Hvis det er kritisk for patientens behandling, kræves der yderligere subkultivering for at identificere S. pneumoniae i tilfælde af en positiv Streptococcus spp.-bedømmelse.","??? ????? ???????? ???????? ??? ??? ????????? ??? ????????, ?????????? ???????? ?????????????? ??? ??? ?????????? ??? S. pneumoniae ?? ??????????? ??????? ????????? ??? Streptococcus spp.","Se for fundamental para os cuidados a prestar ao doente, é necessária uma subcultura adicional para a identificação de S. pneumoniae em casos de presença positiva de espécies de estreptococos.",Det kreves ytterligere subkultur for å identifisere S. pneumoniae i tilfeller med en positiv påvisning av Streptococcus spp. dersom dette er kritisk for pasientpleie.,Om det är kritiskt för patientvården krävs ytterligare subkultur för att identifiera S. pneumoniae vid positiv identifiering av Streptococcus spp.,"Je?eli ma to kluczowe znaczenie dla opieki nad pacjentem, wymagana jest dodatkowa hodowla podrz?dna w celu identyfikacji bakterii S. pneumoniae w dodatnich przypadkach wywo?ania bakterii Streptococcus spp.","În cazul în care este esen?ial? pentru îngrijirea pacientului, este necesar? o subcultur? suplimentar? pentru identificarea S. pneumoniae în cazul unui apel pozitiv pentru Streptococcus spp.","Jos se on tärkeää potilaan hoidon kannalta, tarvitaan ylimääräinen jatkoviljely S. pneumoniaen tunnistamiseksi tapauksissa, joissa streptokokkilaji on positiivinen.","Een aanvullende subcultuur is nodig voor de identificatie van S. pneumoniae in het geval van een positieve Streptococcus spp.-melding, als dit cruciaal is voor de patiëntenzorg.","Ja tas ir b?tiski pacienta apr?pei, lai identific?tu S. pneumoniae pozit?va Streptococcus spp. parauga gad?jum?, nepieciešama papildu subkult?ra.",,,,,,,,,,,,,,
Additional subculture is required for the identification of S. pneumoniae in cases of a positive Streptococcus spp. call.,Un repiquage supplémentaire est nécessaire pour l'identification de S. pneumoniae dans le cadre d'une demande d'identification positive d'un Streptococcus spp.,Zusätzliche Subkultur ist erforderlich für die Identifizierung von S. pneumoniae in Fällen eines positiven Signals für Streptococcus spp.,Es necesario un subcultivo adicional para la identificación de S. pneumoniae en casos en que exista una muestra positiva de Streptococcus spp.,È necessaria una sottocoltura aggiuntiva per l'identificazione di Streptococcus pneumoniae nei casi di chiamata positiva a Streptococcus spp.,Yderligere subkultivering kræves for at identificere S. pneumoniae i tilfælde af en positiv Streptococcus spp.-bedømmelse.,?????????? ???????? ?????????????? ??? ??? ?????????? ??? S. pneumoniae ?? ??????????? ??????? ????????? ??? Streptococcus spp.,É necessária uma subcultura adicional para a identificação de S. pneumoniae em casos de presença positiva de espécies de estreptococos.,Det kreves ytterligere subkultur for å identifisere S. pneumoniae i tilfeller med en positiv påvisning av Streptococcus spp.,Ytterligare subkultur krävs för att identifiera S. pneumoniae vid positiv identifiering av Streptococcus spp.,Wymagana jest dodatkowa hodowla podrz?dna w celu identyfikacji bakterii S. pneumoniae w dodatnich przypadkach wywo?ania bakterii Streptococcus spp.,Este necesar? o subcultur? suplimentar? pentru identificarea S. pneumoniae în cazul unui apel pozitiv pentru Streptococcus spp.,"Ylimääräinen jatkoviljely tarvitaan S. pneumoniaen tunnistamiseksi tapauksissa, joissa streptokokkilaji on positiivinen.",Een aanvullende subcultuur is nodig voor de identificatie van S. pneumoniae in het geval van een positieve Streptococcus spp.-melding.,Pozit?va Streptococcus spp. gad?jum? S. pneumoniae identific?šanai nepieciešama papildu subkult?ra.,,,,,,,,,,,,,,
Recommend culture for samples without a monomicrobial call due to possibility of another organism being present.,Mise en culture recommandée pour les échantillons sans demande d'échantillon monomicrobien en raison de la possibilité qu'un autre micro-organisme soit présent.,Kultur aufgrund des Vorhandenseins eines anderen Organismus für Proben ohne Monomikrobiotikum-Signal empfehlen.,Se recomienda realizar un cultivo para muestras que no se identifiquen como monomicrobiana debido a la posibilidad de que esté presente otro organismo.,Coltura raccomandata per i campioni senza chiamata monomicrobica a causa della possibile presenza di un altro organismo.,"Dyrkning anbefales for prøver, der ikke bedømmes at være monomikrobielle, på grund af muligheden for, at der er en anden mikroorganisme til stede.",???????? ??????????? ??? ???????? ????? ?????????????? ???????? ???? ??? ??????????? ??? ???????? ????? ??????????.,Recomendar cultura para amostras sem presença monomicrobiana devido à possibilidade de estar presente outro organismo.,Anbefal kultur for prøver med monomikrobiell påvisning på grunn av muligheten for nærvær av en annen organisme.,Odling rekommenderas för prover utan monomikrobiella resultat på grund av möjlig förekomst av annan organism.,Zale? hodowl? dla próbek bez wywo?ania monodrobnoustrojowego ze wzgl?du na mo?liwo?? obecno?ci innego organizmu.,Se recomand? o cultur? pentru probele care nu prezint? un apel monomicrobian datorit? posibilit??ii prezen?ei unui alt organism.,"Viljely on suositeltavaa näytteille, joissa ei esiinny monomikrobia, koska on mahdollista, että ne sisältävät jonkin muun organismin.",Beveel cultuur aan voor monsters zonder een monomicrobiële melding vanwege de mogelijkheid dat er een ander organisme aanwezig is.,"Ieteikt kult?ru paraugiem bez monomikrobu parauga, jo ir iesp?jama cita organisma kl?tb?tne.",,,,,,,,,,,,,,
Recommend culture due to possibility of another organism being present.,Mise en culture recommandée en raison de la possibilité qu'un autre micro-organisme soit présent.,Kultur aufgrund des Vorhandenseins eines anderen Organismus empfehlen.,Se recomienda realizar un cultivo debido a la posibilidad de que esté presente otro organismo.,Coltura raccomandata a causa della possibile presenza di un altro organismo.,"Dyrkning anbefales på grund af muligheden for, at der er en anden mikroorganisme til stede.",???????? ??????????? ???? ??? ??????????? ??? ???????? ????? ??????????.,Recomendar cultura devido à possibilidade de estar presente outro organismo.,Anbefal kultur på grunn av muligheten for nærvær av en annen organisme.,Odling rekommenderas på grund av möjlig förekomst av annan organism.,Zale? hodowl? ze wzgl?du na mo?liwo?? obecno?ci innego organizmu.,Se recomand? o cultur? din cauza posibilit??ii prezen?ei unui alt organism.,"Viljely on suositeltavaa, koska on mahdollista, että näyte sisältää jonkin muun organismin.",Beveel cultuur aan vanwege de mogelijkheid dat er een ander organisme aanwezig is.,"Ieteikt kult?ru, jo ir iesp?jama cita organisma kl?tb?tne.",,,,,,,,,,,,,,
The ability of the ACCELERATE PHENOTEST BC kit to provide accurate MICs for amikacin-resistant strains of A. baumannii has not been established; isolates of this species that provide resistant results should be confirmed by an alternative method.,La capacité de la trousse pour hémocultures ACCELERATE PHENOTEST à fournir des CMI précises pour les souches de A. baumannii résistantes à l'amikacine n'a pas été établie; les isolats de cette espèce qui produisent des résultats résistants doivent être confirmés par une autre méthode.,"Die Fähigkeit des ACCELERATE PHENOTEST BC Kits, genaue MHK für Amikacin-resistente Stämme von A. baumannii zu liefern wurde nicht bestimmt; Isolate dieser Spezies, die resistente Ergebnisse liefern, sind durch eine alternative Methode zu bestätigen.",No se ha determinado la capacidad del kit de hemocultivo ACCELERATE PHENOTEST para proporcionar CMI precisas para cepas de A. baumannii resistentes a la amikacina; los aislados de esta especie que proporcionen resultados de resistencia se deben confinar con un método alternativo.,La capacità del kit BC ACCELERATE PHENOTEST di fornire MIC precise per i ceppi di Acinetobacter baumannii resistenti all'amikacina non è stata stabilita; gli isolati di questa specie che daranno risultati resistenti dovranno essere confermati con metodo alternativo.,"ACCELERATE PHENOTEST BC-kittets evne til at levere nøjagtige MIC'er for amikacin-resistente stammer af A. baumannii er ikke blevet fastlagt. Isolater af denne art, der giver resistente resultater, bør bekræftes med en alternativ metode.","? ????????? ??? ??? ACCELERATE PHENOTEST BC ?? ??????? ???????? ????? MIC ??? ????????? ???? ????????? ??????? A. baumannii ??? ???? ??????????, ???????? ?? ???????????? ??????? ????? ??? ?????? ??? ???????? ???????????? ??????? ?????? ?? ??????????????? ?? ??????????? ??????.",A possibilidade do kit ACCELERATE PHENOTEST BC fornecer CIM precisos para estirpes de A. baumannii resistentes à amicacina não foi estabelecida; isolados desta espécie que forneçam resultados resistentes deverão ser confirmados através de um método alternativo.,Evnen som et ACCELERATE PHENOTEST BC-kit har til å gi nøyaktige MIC-er for amikacin-resistente stammer av A. baumannii er ikke etablert. Isolater av denne arten som gir resistente resultater skal kontrolleres med en alternativ metode.,Förmågan hos ACCELERATE PHENOTEST BC-satsen att tillhandahålla korrekt MIC för amikacinresistenta stammar av A. baumannii har inte fastställts. Isolat av denna art som ger resistenta resultat ska bekräftas med en alternativ metod.,"Nie ustalono zdolno?ci zestawu ACCELERATE PHENOTEST BC do zapewnienia dok?adnych warto?ci MIC dla szczepów bakterii A. baumannii opornych na amikacyn?; izolaty tego gatunku, które daj? wyniki oporno?ci, nale?y potwierdzi? metod? alternatywn?.",Capacitatea kitului ACCELERATE PHENOTEST BC de a furniza CMI precise pentru tulpinile de A. baumannii rezistente la amikacin? nu a fost stabilit?; izolatele din aceast? specie care furnizeaz? rezultate rezistente trebuie confirmate printr-o metod? alternativ?.,"ACCELERATE PHENOTEST BC -sarjan kykyä tuottaa tarkkoja MIC-arvoja amikasiiniesistenteille A. baumannii -kannoille ei ole vahvistettu; tämän lajin isolaatit, jotka antavat resistenttejä tuloksia, on varmistettava toisella menetelmällä.",Het vermogen van de ACCELERATE PHENOTEST BC-kit om nauwkeurige MIC's te geven voor amikacine-resistente stammen van A. baumannii is niet vastgesteld; isolaten van deze soort die resistente resultaten geven dienen bevestigd te worden door een alternatieve methode.,"ACCELERATE PHENOTEST BC komplekta sp?ja nodrošin?t prec?zus MIC pret amikac?nu rezistentiem A. baumannii celmiem nav noteikta; š?s sugas izol?ti, kas nodrošina rezistentus rezult?tus, j?apstiprina ar alternat?vu metodi.",,,,,,,,,,,,,,
The current absence of data on daptomycin-resistant isolates precludes defining any categories other than “susceptible”. Isolates yielding test results suggestive of a non-susceptible category should be retested.,L'absence actuelle de données sur des isolats résistants à la daptomycine empêche de définir des catégories autres que « sensible ». Les isolats qui génèrent des résultats de test suggérant une catégorie non sensible doivent être testés à nouveau.,"Aufgrund des aktuellen Nichtvorliegens von Daten zu Daptomycin-resistenten Isolaten ist die Definition von anderen Kategorien außer „empfindlich“ ausgeschlossen. Isolate, die zu Ergebnissen führen, welche auf eine nicht-empfindliche Kategorie hindeuten, sind erneut zu testen.","La ausencia actual de datos acerca de aislados resistentes a la daptomicina impide la definición de categorías distintas de ""sensible"". Los aislados cuyos resultados del análisis sugieren una categoría no sensible se deben volver a analizar.","L'attuale assenza di dati relativi agli isolati resistenti alla daptomicina impedisce di definire categorie diverse da ""suscettibile"". Gli isolati con risultati dell'analisi tali da suggerire una categoria non suscettibile dovranno essere analizzati nuovamente.","Det aktuelle fravær af data for daptomycin-resistente isolater udelukker definition af andre kategorier end ""Følsom"". Isolater med testresultater, som antyder en ikke-følsom kategori, bør testes igen.",? ???????? ??????? ????????? ??????? ?? ?? ????????? ??? ??????????? ???????????? ??????? ????????? ??? ?????? ???????????? ????? ?????????? ????? ??? «?????????». ?? ???????????? ??????? ??? ?????? ???????????? ???????? ??? ???????????? ????????? ?? ??????????? ?????? ?? ???????????????.,"A ausência atual de dados sobre isolados resistentes à daptomicina exclui a definição de quaisquer categorias que não sejam ""sensíveis"". Isolados que produzam resultados de teste sugestivos de uma categoria não sensível devem ser novamente testados.",Nåværende mangel på data om daptomycin-resistente isolater utelukker påvisning av andre kategorier enn «mottakelig». Isolater som gir testresultater som indikerer en ikke-mottakelig kategori skal testes på nytt.,Den nuvarande frånvaron av data om daptomycinresistenta isolat utesluter definition av andra kategorier än ”mottagliga”. Isolat som ger testresultat som tyder på en icke mottaglig kategori bör testas på nytt.,Obecny brak danych dotycz?cych izolatów opornych na daptomycyn? wyklucza zdefiniowanie jakichkolwiek kategorii innych ni? „wra?liwe”. Izolaty daj?ce wyniki sugeruj?ce kategori? niewra?liw? nale?y ponownie przetestowa?.,"Absen?a actual? a datelor privind izolatele rezistente la daptomicin? împiedic? definirea oric?rei alte categorii decât ""sensibil"". Izolatele care dau rezultate ale testelor sugestive pentru o categorie care nu este sensibil? trebuie retestate.","Daptomysiiniresistenttejä isolaatteja koskevien tietojen puuttuminen tällä hetkellä estää muiden kategorioiden määrittämisen herkkää lukuun ottamatta. Isolaatit, joiden testitulokset viittaavat ei-herkkyyteen, on testattava uudelleen.",Het ontbreken van gegevens op dit moment over daptomycine-resistente isolaten sluit het beschrijven van categorieën anders dan “gevoelig” uit. Isolaten die testresultaten opleveren die lijken te wijzen op een niet-gevoelige categorie moeten opnieuw getest worden.,"Pašreiz?jais datu tr?kums par daptomic?na rezistentiem izol?tiem ne?auj defin?t citas kategorijas, iz?emot “jut?gos”. Izol?ti, kuru testa rezult?ti liecina par neuz??m?gu kategoriju, j?p?rbauda atk?rtoti.",,,,,,,,,,,,,,
